ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
65, 14, 12, 12, 16, 12, 12, 14, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 19, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 13, 13, 16, 11, 12, 15, 11, 19, 11, 12, 18, 11, 15, 17, 17, 13, 15, 13, 15, 15, 15, 12, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 14, 14, 14, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 13, 14, 14, 14, 14, 14, 13, 13, 13, 14, 14
66, 14, 12, 12, 16, 12, 12, 14, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 13, 13, 16, 11, 12, 16, 11, 19, 11, 12, 18, 11, 15, 17, 17, 13, 15, 13, 15, 15, 15, 12, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 14, 14, 14, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 13, 15, 15, 14, 14, 14, 13, 13, 13, 15, 15
67, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 13, 13, 16, 11, 12, 16, 11, 19, 11, 12, 18, 11, 15, 17, 17, 13, 15, 13, 15, 15, 15, 14, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 9, 9, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 14, 14, 14, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 14, 15, 15, 14, 14, 14, 13, 13, 14, 15, 15
68, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 13, 13, 16, 12, 12, 16, 12, 19, 13, 12, 20, 13, 15, 17, 17, 13, 15, 13, 15, 15, 15, 14, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 9, 10, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 14, 15, 15, 14, 14, 14, 13, 13, 14, 15, 15
69, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 13, 13, 17, 13, 12, 16, 13, 19, 15, 12, 20, 15, 15, 17, 17, 13, 15, 13, 15, 15, 15, 14, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 10, 10, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 14, 17, 17, 14, 14, 14, 13, 13, 14, 17, 17
70, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 8, 8, 8, 9, 14, 13, 13, 18, 13, 12, 16, 13, 19, 15, 12, 20, 15, 15, 17, 17, 13, 15, 13, 15, 15, 15, 14, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 10, 10, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 14, 17, 17, 14, 14, 14, 13, 13, 14, 17, 17
71, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 13, 13, 18, 13, 12, 16, 13, 19, 15, 12, 20, 15, 17, 17, 17, 13, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 9, 10, 10, 12, 12, 9, 9, 9, 9, 12, 12, 13, 14, 12, 14, 14, 14, 16, 16, 16, 21, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 12, 14, 14, 14, 17, 17, 14, 14, 14, 13, 13, 14, 17, 17
72, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 17, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 13, 13, 18, 13, 12, 16, 13, 19, 15, 14, 20, 15, 17, 17, 17, 13, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 9, 10, 10, 10, 12, 12, 9, 10, 9, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 21, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 13, 14, 14, 14, 17, 17, 14, 14, 14, 13, 13, 14, 17, 17
73, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 18, 13, 13, 16, 13, 19, 15, 14, 21, 15, 17, 17, 17, 13, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
74, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 13, 13, 16, 13, 19, 15, 14, 21, 15, 17, 17, 17, 13, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 14, 15, 16, 15, 15, 13, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
75, 14, 12, 12, 16, 12, 12, 15, 16, 16, 12, 12, 16, 12, 12, 12, 12, 12, 12, 25, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 13, 13, 16, 13, 19, 15, 14, 21, 15, 17, 17, 17, 14, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 15, 15, 16, 15, 15, 13, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
76, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 13, 13, 16, 13, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 15, 15, 16, 15, 15, 13, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
77, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 13, 13, 17, 13, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 13, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 15, 15, 16, 15, 15, 13, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
78, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 13, 13, 17, 13, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 15, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 22, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
79, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 13, 19, 14, 14, 17, 14, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 17, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
80, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 14, 19, 15, 14, 17, 15, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 17, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
81, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 14, 14, 19, 15, 14, 17, 15, 19, 15, 14, 21, 15, 17, 19, 19, 15, 17, 13, 15, 17, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
82, 14, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 26, 18, 21, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 16, 14, 19, 15, 14, 17, 15, 19, 15, 14, 22, 15, 17, 19, 19, 15, 17, 13, 15, 17, 15, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 14, 14, 14, 13, 13, 16, 17, 17
83, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 18, 23, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 16, 14, 19, 15, 14, 17, 15, 19, 17, 14, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 14, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
84, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 18, 23, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 14, 16, 14, 19, 15, 14, 18, 15, 19, 17, 14, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 14, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 14, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
85, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 18, 23, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 8, 8, 8, 9, 8, 9, 9, 15, 16, 14, 20, 16, 14, 18, 16, 19, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
86, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 18, 23, 21, 19, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 9, 9, 9, 8, 9, 9, 15, 16, 14, 20, 16, 15, 18, 16, 19, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
87, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 9, 9, 9, 8, 9, 9, 15, 16, 14, 20, 16, 15, 18, 16, 19, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 13, 10, 10, 10, 10, 12, 12, 10, 10, 10, 10, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 15, 16, 15, 15, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
88, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 8, 8, 9, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 9, 9, 9, 8, 9, 9, 15, 17, 14, 20, 16, 15, 18, 16, 19, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 10, 11, 10, 10, 12, 12, 10, 11, 10, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
89, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 8, 8, 9, 9, 8, 9, 9, 8, 9, 9, 8, 8, 9, 9, 9, 9, 8, 9, 9, 15, 17, 14, 20, 16, 15, 18, 16, 19, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 11, 11, 10, 10, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
90, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 8, 9, 9, 9, 9, 9, 9, 8, 9, 9, 8, 8, 9, 9, 9, 9, 8, 9, 9, 15, 17, 14, 20, 16, 16, 19, 16, 21, 17, 16, 22, 17, 17, 19, 19, 15, 17, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 14, 11, 11, 10, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
91, 15, 12, 12, 18, 12, 12, 15, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 9, 9, 9, 11, 15, 17, 14, 20, 16, 16, 19, 16, 21, 17, 16, 22, 17, 18, 19, 19, 15, 18, 13, 15, 17, 16, 16, 13, 15, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 14, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
92, 15, 12, 12, 18, 12, 12, 17, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 23, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 20, 17, 16, 19, 17, 21, 17, 16, 22, 17, 18, 19, 19, 15, 18, 13, 16, 17, 16, 16, 13, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 14, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 23, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 14, 13, 13, 16, 17, 17
93, 15, 12, 12, 18, 12, 12, 17, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 24, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 20, 17, 16, 19, 17, 21, 19, 16, 22, 19, 18, 19, 19, 16, 18, 13, 16, 17, 16, 16, 13, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 25, 15, 15, 15, 17, 16, 16, 16, 16, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 16, 13, 13, 16, 17, 17
94, 15, 12, 12, 18, 12, 12, 17, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 19, 24, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 21, 17, 16, 19, 17, 21, 19, 18, 22, 19, 18, 19, 19, 16, 18, 13, 16, 17, 16, 16, 13, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 18, 13, 13, 16, 17, 17
95, 15, 12, 12, 18, 12, 12, 17, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 21, 24, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 21, 17, 16, 19, 17, 21, 19, 18, 22, 19, 18, 19, 19, 16, 18, 13, 16, 17, 18, 16, 13, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 18, 13, 13, 16, 17, 17
96, 15, 12, 12, 18, 12, 12, 17, 18, 18, 12, 12, 18, 12, 12, 12, 12, 12, 12, 28, 21, 24, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 21, 17, 16, 19, 17, 21, 19, 18, 22, 19, 18, 19, 19, 16, 18, 13, 16, 17, 18, 16, 13, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 12, 12, 11, 11, 11, 11, 12, 12, 16, 14, 13, 14, 14, 15, 16, 16, 16, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 18, 13, 13, 16, 17, 17
97, 17, 12, 14, 18, 12, 14, 17, 18, 18, 12, 14, 18, 12, 14, 12, 14, 12, 14, 28, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 15, 18, 15, 21, 17, 16, 19, 17, 21, 19, 18, 22, 19, 18, 19, 19, 16, 18, 14, 16, 17, 18, 16, 14, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 12, 14, 11, 11, 11, 11, 12, 14, 16, 14, 13, 14, 14, 15, 17, 17, 17, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 13, 14, 14, 16, 17, 17, 16, 16, 18, 15, 15, 16, 17, 17
98, 17, 14, 15, 18, 14, 15, 19, 18, 18, 14, 15, 18, 14, 15, 14, 15, 14, 15, 28, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 17, 18, 15, 21, 18, 16, 19, 18, 21, 19, 18, 22, 19, 18, 19, 19, 18, 18, 14, 16, 17, 18, 16, 14, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 14, 15, 11, 11, 11, 11, 14, 15, 16, 14, 14, 14, 14, 15, 17, 17, 17, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 14, 14, 14, 16, 17, 17, 16, 16, 18, 15, 15, 16, 17, 17
99, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 18, 15, 21, 18, 16, 19, 18, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 14, 16, 17, 18, 16, 14, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 11, 11, 11, 15, 15, 11, 11, 11, 11, 15, 15, 16, 14, 14, 14, 14, 15, 17, 17, 17, 25, 15, 15, 15, 17, 18, 16, 18, 18, 16, 14, 14, 14, 14, 16, 17, 17, 16, 16, 18, 15, 15, 16, 17, 17
