ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
170, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 37, 28, 34, 26, 24, 14, 14, 13, 14, 14, 12, 14, 14, 14, 15, 14, 14, 15, 15, 15, 13, 14, 13, 13, 24, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 22, 24, 24, 20, 22, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
171, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 37, 28, 34, 26, 24, 14, 14, 13, 15, 14, 12, 15, 14, 15, 15, 14, 14, 15, 15, 15, 13, 14, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 22, 24, 24, 20, 22, 20, 23, 22, 21, 22, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
172, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 37, 28, 34, 26, 24, 14, 15, 13, 15, 15, 12, 15, 14, 15, 15, 14, 14, 16, 16, 16, 13, 14, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 23, 24, 24, 20, 23, 20, 23, 22, 21, 23, 20, 23, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
173, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 37, 28, 34, 26, 24, 15, 15, 13, 15, 15, 12, 15, 15, 15, 16, 15, 15, 16, 16, 16, 13, 15, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 23, 24, 24, 20, 23, 20, 23, 24, 22, 23, 20, 23, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15, 15, 15, 20, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 20, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 20, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
174, 23, 18, 18, 27, 18, 18, 26, 27, 27, 18, 18, 27, 18, 18, 18, 18, 18, 18, 37, 28, 34, 26, 25, 15, 15, 13, 15, 15, 12, 15, 15, 15, 16, 15, 15, 16, 16, 16, 13, 15, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 26, 24, 25, 26, 23, 24, 24, 20, 23, 20, 23, 24, 22, 23, 20, 23, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 20, 15, 15, 14, 14, 18, 18, 15, 15, 15, 15, 18, 18, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 21, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 22, 20, 20, 19, 22, 22
175, 23, 18, 19, 27, 18, 19, 26, 27, 27, 18, 19, 27, 18, 19, 18, 19, 18, 19, 37, 28, 35, 26, 25, 15, 15, 13, 16, 15, 12, 16, 15, 16, 16, 15, 15, 16, 16, 16, 13, 15, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 26, 26, 27, 26, 23, 24, 24, 20, 23, 20, 23, 24, 22, 23, 20, 23, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 20, 15, 15, 14, 14, 18, 19, 15, 15, 15, 15, 18, 19, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 22, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 20, 20, 19, 22, 22
176, 23, 19, 20, 27, 19, 20, 28, 27, 27, 19, 20, 27, 19, 20, 19, 20, 19, 20, 37, 28, 35, 26, 25, 15, 16, 13, 16, 16, 12, 16, 15, 16, 16, 15, 15, 16, 16, 16, 13, 15, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 28, 26, 27, 26, 23, 24, 24, 20, 23, 20, 23, 24, 22, 23, 20, 23, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 20, 15, 15, 14, 16, 19, 20, 15, 15, 15, 15, 19, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 22, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 20, 20, 19, 22, 22
177, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 37, 28, 35, 26, 25, 16, 16, 13, 16, 16, 12, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 23, 21, 26, 29, 22, 27, 29, 26, 28, 26, 27, 26, 23, 24, 24, 20, 23, 20, 23, 24, 22, 23, 20, 23, 15, 15, 15, 15, 15, 15, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 22, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 20, 20, 19, 22, 22
178, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 37, 28, 35, 26, 27, 16, 16, 13, 16, 16, 12, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 23, 21, 26, 29, 23, 27, 29, 26, 28, 26, 27, 26, 23, 25, 25, 20, 23, 20, 23, 24, 22, 23, 20, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 22, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 22, 22, 19, 22, 22
179, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 28, 35, 26, 27, 16, 16, 13, 16, 16, 12, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 23, 21, 26, 29, 23, 27, 29, 27, 28, 26, 27, 26, 23, 25, 25, 20, 23, 20, 23, 24, 22, 23, 20, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 24, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 22, 22, 19, 22, 22
180, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 29, 35, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 29, 23, 27, 29, 27, 28, 26, 27, 26, 23, 25, 25, 20, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 38, 21, 21, 21, 24, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 22, 22, 19, 22, 22
181, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 29, 35, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 29, 23, 27, 29, 27, 28, 26, 27, 26, 23, 25, 25, 20, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 20, 19, 19, 19, 39, 21, 21, 21, 24, 23, 21, 23, 23, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 22, 22, 19, 22, 22
182, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 29, 35, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 30, 23, 27, 30, 27, 28, 26, 27, 26, 23, 25, 25, 20, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 21, 19, 19, 19, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
183, 23, 20, 20, 27, 20, 20, 28, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 29, 35, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 30, 23, 27, 30, 27, 28, 26, 27, 26, 23, 25, 25, 20, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 20, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
184, 23, 20, 20, 27, 20, 20, 29, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 39, 29, 35, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 30, 23, 27, 30, 28, 28, 26, 27, 26, 23, 25, 25, 20, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 20, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 20, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
185, 23, 20, 20, 27, 20, 20, 29, 27, 27, 20, 20, 27, 20, 20, 20, 20, 20, 20, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 30, 23, 27, 30, 28, 28, 28, 27, 26, 23, 25, 25, 22, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 20, 20, 15, 15, 15, 15, 20, 20, 21, 21, 22, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
186, 23, 20, 21, 27, 20, 21, 29, 27, 27, 20, 21, 27, 20, 21, 20, 21, 20, 21, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 24, 21, 26, 30, 23, 27, 30, 28, 28, 28, 27, 26, 23, 25, 25, 22, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 20, 21, 15, 15, 15, 15, 20, 21, 21, 21, 22, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
187, 23, 21, 21, 27, 21, 21, 29, 27, 27, 21, 21, 27, 21, 21, 21, 21, 21, 21, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 25, 21, 26, 30, 23, 27, 30, 28, 28, 28, 27, 27, 23, 25, 25, 22, 23, 22, 23, 24, 22, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
188, 23, 21, 21, 29, 21, 21, 29, 29, 29, 21, 21, 29, 21, 21, 21, 21, 21, 21, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 25, 21, 26, 31, 23, 28, 31, 28, 28, 28, 27, 27, 23, 25, 25, 22, 23, 22, 23, 24, 24, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 20, 20, 20, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
189, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 13, 26, 25, 22, 26, 31, 23, 28, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
190, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 37, 26, 27, 16, 16, 13, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 13, 16, 13, 15, 26, 26, 22, 26, 31, 23, 28, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
191, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 22, 26, 31, 23, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 23, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 19, 22, 22, 23, 23, 24, 24, 24, 19, 22, 22
192, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 22, 26, 31, 23, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 24, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
193, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 23, 26, 31, 23, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 24, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 15, 16, 16, 21, 21, 15, 15, 15, 15, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
194, 23, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 23, 26, 31, 23, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 23, 24, 24, 25, 22, 23, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 15, 16, 16, 16, 21, 21, 15, 16, 15, 16, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 21, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
195, 24, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 26, 31, 23, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 24, 24, 24, 25, 22, 24, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 16, 17, 16, 16, 21, 21, 16, 17, 16, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
196, 24, 21, 21, 31, 21, 21, 30, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 42, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 31, 24, 29, 31, 28, 28, 28, 27, 27, 23, 25, 25, 24, 23, 22, 24, 24, 24, 25, 22, 24, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
197, 24, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 29, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 31, 24, 30, 31, 28, 28, 28, 27, 27, 25, 25, 25, 24, 25, 22, 24, 24, 24, 25, 22, 24, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
198, 24, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 31, 24, 30, 31, 28, 28, 28, 27, 27, 25, 25, 25, 24, 25, 22, 24, 24, 24, 25, 22, 24, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
199, 24, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 26, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 32, 24, 30, 32, 28, 28, 28, 27, 27, 25, 25, 25, 24, 25, 22, 26, 24, 24, 25, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
200, 24, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 28, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 32, 24, 30, 32, 28, 28, 28, 27, 27, 25, 25, 25, 24, 25, 22, 26, 24, 24, 25, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
201, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 28, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 25, 27, 32, 24, 30, 32, 28, 28, 28, 27, 27, 25, 25, 25, 24, 25, 22, 26, 24, 24, 25, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 39, 23, 23, 23, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
202, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 28, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 26, 27, 32, 24, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 24, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
203, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 30, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 26, 27, 32, 24, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 24, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 21, 22, 21, 21, 21, 22, 22, 22, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 21, 22, 21, 21, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
204, 25, 21, 21, 31, 21, 21, 31, 31, 31, 21, 21, 31, 21, 21, 21, 21, 21, 21, 45, 31, 39, 30, 27, 16, 16, 15, 16, 16, 14, 16, 16, 16, 17, 16, 16, 16, 16, 16, 15, 16, 15, 15, 26, 26, 26, 27, 32, 24, 30, 32, 28, 28, 28, 27, 29, 25, 25, 25, 24, 25, 22, 26, 24, 24, 27, 22, 26, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 21, 17, 17, 16, 16, 21, 21, 17, 17, 17, 17, 21, 21, 21, 22, 22, 22, 22, 23, 22, 22, 22, 41, 25, 25, 25, 24, 25, 22, 25, 25, 21, 22, 22, 22, 22, 20, 22, 22, 23, 23, 24, 24, 24, 20, 22, 22
